DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2022-0258-TZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Mbeya and Songwe Regions,Heavy rains,,No,No,No,,,Km2,,,,2022,4,26,2022,5,5,10,,,1500,1500,,,,,,,96.0463421255491,"[{""adm1_code"":48367,""adm1_name"":""Mbeya""}]",2022-05-05,2024-04-24
2022-0319-TZA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2022-000211,Cholera,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Kigoma and Katavi,,,No,No,No,,,,,,,2022,4,23,2022,5,,4,200,56883,,57083,,,,,,,96.0463421255491,,2022-05-30,2023-09-26
2022-0332-SOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SOM,Somalia,Sub-Saharan Africa,Africa,Galkayo district,,Storm,No,No,No,,,Km2,,,,2022,5,12,2022,5,30,,,4416,,4416,,,,,,,96.0463421255491,,2022-05-30,2023-09-26
2022-0445-SDN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SDN,Sudan,Northern Africa,Africa,"Kas District (South Darfur State); Kassala, South Kordofan, White Nile; West Darfur",Heavy rains,,No,No,No,,,Km2,,,,2022,5,10,2022,9,30,146,122,349000,,349122,,,,,10000,10412,96.0463421255491,"[{""adm1_code"":2769,""adm1_name"":""Western Darfur""},{""adm1_code"":2770,""adm1_name"":""White Nile""},{""adm1_code"":4150,""adm1_name"":""Southern Kordofan""},{""adm1_code"":68783,""adm1_name"":""Kassala""},{""adm2_code"":37105,""adm2_name"":""Kas""}]",2022-07-20,2023-09-26
2022-0460-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Near Meru,,,No,No,No,,,,,,,2022,7,24,2022,7,24,37,,,,,,,,,,,96.0463421255491,,2022-07-27,2023-09-26
2022-0481-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000275,,UGA,Uganda,Sub-Saharan Africa,Africa,"Mbale, Kapchorwa, Sironko, Bulambuli, Bukedea, Bududa and Butaleja districts",Heavy rains,,No,No,No,,,Km2,,,Nabuyonga and Namatala Rivers,2022,7,30,2022,8,5,32,10,78328,,78338,,,,,,,96.0463421255491,"[{""adm1_code"":752,""adm1_name"":""Bulambuli""},{""adm1_code"":785,""adm1_name"":""Sironko""},{""adm1_code"":788,""adm1_name"":""Bukedea""},{""adm1_code"":1080,""adm1_name"":""Bududa""},{""adm1_code"":47071,""adm1_name"":""Butaleja""},{""adm1_code"":47085,""adm1_name"":""Mbale""}]",2022-08-02,2023-09-26
2022-0582-UGA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,UGA,Uganda,Sub-Saharan Africa,Africa,Kalingatha Village to Kasika Village (Kasese District),Heavy rains,,No,No,No,,,,,,,2022,9,6,2022,9,7,19,6,1190,,1196,,,,,,,96.0463421255491,"[{""adm1_code"":3121,""adm1_name"":""Kasese""}]",2022-09-08,2023-09-26
2022-0650-SSD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Western Equatoria, Northern Bahr el Ghazal, Warrap, Unity, Jonglei and Upper Nile",Heavy rains,,No,No,No,,,Km2,,,Mori River,2022,8,,2022,10,29,,,1000000,,1000000,,,,,,,96.0463421255491,"[{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":2768,""adm1_name"":""Western Equatoria""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]",2022-10-10,2023-09-26
2022-0652-UGA,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2022-000315,Ebola,UGA,Uganda,Sub-Saharan Africa,Africa,"Mubende, Kyegegwa, Kassanda, Kagadi, Bunyangabu, Wakiso, Kampala, Jinja",,,No,No,Yes,,,Vaccinated,,,,2022,9,20,2023,1,11,55,142,,,142,,,,,,,96.0463421255491,,2022-10-11,2023-09-26
2022-0669-ETH,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2022-000323,Cholera,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Harana Buluk and Berbere ( Bale Zone, Oromia Region), Somali, SNNP, Sidama, Amhara; Benishangul Gumuz region",,,No,No,No,,,,,,,2022,9,16,2023,8,31,271,20000,,,20000,,,,,,,96.0463421255491,,2022-10-13,2023-09-26
2022-0701-UGA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,School,UGA,Uganda,Sub-Saharan Africa,Africa,Luga,,,No,No,No,,,,,,,2022,10,25,2022,10,25,11,6,,,6,,,,,,,96.0463421255491,,2022-10-25,2023-09-26
2022-0716-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Gambella, Amhara, Afar, Oromia",,,No,No,No,,,Km2,,,"kobo, Alworo, Baro (Openo) and Gilo",2022,8,,2022,10,,,,264831,,264831,,,,,,,96.0463421255491,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1232,""adm1_name"":""Gambela""},{""adm1_code"":47678,""adm1_name"":""Oromia""}]",2022-11-03,2023-09-26
2022-0725-TZA,No,tec-tra-air-air,Technological,Transport,Air,Air,,ATR 42-500,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Victoria lake (Bukoba),,,No,No,No,,,,,,,2022,11,6,2022,11,6,19,,,,,,,,,,,96.0463421255491,,2022-11-07,2023-09-26
2022-0770-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,RWA,Rwanda,Sub-Saharan Africa,Africa,Kigali,,,No,No,No,,,Km2,,,,2022,11,17,2022,11,18,3,,,,,,,,,,,96.0463421255491,"[{""adm1_code"":21970,""adm1_name"":""Kigali City/Umujyi wa Kigali""}]",2022-11-25,2023-09-26
2022-0857-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,,,,No,No,No,,,Km2,,,,2022,12,20,2022,12,26,16,,,130,130,,,,,,,96.0463421255491,,2023-01-30,2023-09-26
2022-0858-KEN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2022-000367,Cholera,KEN,Kenya,Sub-Saharan Africa,Africa,"Tana River, Garissa, Wajir, Meru, Machakos, Murang'a, Kiambu, Kajiado, Nairobi Mandera, Marsabit, Kitui, Nyeri, West Pokot, Samburu, Uasin Gishu, Nakuru, Kajiado, Bomet, Homa Bay",,,No,No,No,,,,,,,2022,10,19,2023,7,,194,6209,,,6209,,,,,,,96.0463421255491,"[{""adm1_code"":51328,""adm1_name"":""Nairobi""},{""adm2_code"":51333,""adm2_name"":""Kiambu""},{""adm2_code"":51336,""adm2_name"":""Muranga""},{""adm2_code"":51338,""adm2_name"":""Nyeri""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51349,""adm2_name"":""Kitui""},{""adm2_code"":51350,""adm2_name"":""Machakos""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51354,""adm2_name"":""Meru Central""},{""adm2_code"":51355,""adm2_name"":""Meru North""},{""adm2_code"":51356,""adm2_name"":""Meru South""},{""adm2_code"":51361,""adm2_name"":""Garissa""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51368,""adm2_name"":""Homa Bay""},{""adm2_code"":51378,""adm2_name"":""Bomet""},{""adm2_code"":51380,""adm2_name"":""Kajiado""},{""adm2_code"":51386,""adm2_name"":""Nakuru""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51393,""adm2_name"":""Uasin Gishu""},{""adm2_code"":51394,""adm2_name"":""West Pokot""}]",2023-01-30,2023-09-26
2022-9174-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2022-000168,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Somali region and Oromia (Boran and Moyale zones), SNNP, South-West",La NIna,,No,No,No,,,Km2,,,,2022,,,2023,2,,,,24100000,,24100000,,,,,640000,666345,96.0463421255491,"[{""adm1_code"":1236,""adm1_name"":""SNNPR""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2022-03-25,2023-09-26
2022-9370-DJI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2022-000238,,DJI,Djibouti,Sub-Saharan Africa,Africa,"Ali Sabieh, Arta, Dikhil, Obock and Tadjoura",Ongoing drought and compounding regional and international shocks,Food shortage,No,No,No,,,Km2,,,,2022,6,,2022,7,,,,192168,,192168,,,,,,,96.0463421255491,"[{""adm1_code"":1093,""adm1_name"":""Ali Sabieh""},{""adm1_code"":1094,""adm1_name"":""Dikhil""},{""adm1_code"":1096,""adm1_name"":""Obock""},{""adm1_code"":1097,""adm1_name"":""Tadjourah""}]",2022-06-29,2023-09-26
2022-9436-UGA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Napak, Kaabong, Kotido, Moroto districts (Karamoja)",,Famine,No,No,No,,,Km2,,,,2022,7,,2022,12,,2465,,518000,,518000,,,,,,,96.0463421255491,"[{""adm1_code"":765,""adm1_name"":""Kotido""},{""adm1_code"":772,""adm1_name"":""Moroto""},{""adm1_code"":775,""adm1_name"":""Napak""},{""adm1_code"":47074,""adm1_name"":""Kaabong""}]",2022-07-19,2023-09-26
2022-9788-SDN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SDN,Sudan,Northern Africa,Africa,,,,No,No,No,,,Km2,,,,2022,,,2022,11,,,,11839300,,11839300,,,,,,,96.0463421255491,,2022-11-29,2023-09-26
2023-0016-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Lwakhakha,,,No,No,No,,,,,,,2023,1,8,2023,1,8,21,,,,,,,,,,,100,,2023-01-19,2023-09-26
2023-0017-UGA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,UGA,Uganda,Sub-Saharan Africa,Africa,Near Gulu,,,No,No,No,,,,,,,2023,1,4,2023,1,4,16,,,,,,,,,,,100,,2023-01-19,2023-09-26
2023-0018-UGA,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Stampede,UGA,Uganda,Sub-Saharan Africa,Africa,Kampala,,,No,No,No,,,,,,,2023,1,1,2023,1,1,10,,,,,,,,,,,100,,2023-01-19,2023-09-26
2023-0140-SSD,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2023-000039,Cholera,SSD,South Sudan,Sub-Saharan Africa,Africa,Malakal (Upper Nile state),,,No,No,Yes,,,,,,,2023,2,22,2023,3,10,1,178,,,178,,,,,,,100,,2023-03-16,2023-09-26
2023-0172-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Baardheere District (Gedo Region); Galmudug, Hirshabelle, Jubaland, Puntland, South West State, Somaliland States",Gu rainy season,,No,No,No,,,Km2,,,Jubba River,2023,3,12,2023,3,24,21,2,100001,,100003,,,,,,,100,,2023-03-24,2023-09-26
2023-0187-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2023-000051,,ETH,Ethiopia,Sub-Saharan Africa,Africa,Dhawa Zone (Somali Region); Oromia and Afar Regions,Heavy rains,,No,No,No,,,Km2,,,,2023,3,25,2023,5,12,91,,240000,,240000,,,,,,,100,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":47678,""adm1_name"":""Oromia""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2023-03-30,2023-09-26
2023-0187-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2023-000051,,KEN,Kenya,Sub-Saharan Africa,Africa,"Mombasa, Kwale, Tana River, Taita-Taveta, Garissa, Wajir, Mandera, Marsabit, Isiolo, Turkana, West Pokot, Narok, Kajiado, Busia, Siaya, Kisumu, Homa Bay, Migori",Heavy rains,,No,No,No,,,Km2,,,,2023,3,25,2023,3,30,36,29,139135,,139164,,,,,,,100,,2023-03-30,2024-02-13
2023-0201-SOM,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Acute watery Diarrhoea/cholera,SOM,Somalia,Sub-Saharan Africa,Africa,"Kismayo, Belethawo, Afgoye, Afmadow",,,No,No,No,,,,,,,2023,1,1,2023,4,4,14,3428,,,3428,,,,,,,100,"[{""adm2_code"":25679,""adm2_name"":""Belet Xaawo""},{""adm2_code"":25687,""adm2_name"":""Afmadow""},{""adm2_code"":25690,""adm2_name"":""Kismaayo""},{""adm2_code"":25691,""adm2_name"":""Afgooye""}]",2023-04-04,2023-09-26
2023-0222-BDI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BDI,Burundi,Sub-Saharan Africa,Africa,"Bujumbura, Bujumbura Marie, Cibitoke and Muyinga Provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Rusizi and the Rugogo Rivers,2023,3,31,2023,4,12,14,13,226,,239,,,,,,,100,"[{""adm1_code"":40543,""adm1_name"":""Bujumbura Mairie""},{""adm1_code"":40544,""adm1_name"":""Bujumbura Rural""},{""adm1_code"":40547,""adm1_name"":""Cibitoke""},{""adm1_code"":40554,""adm1_name"":""Muyinga""}]",2023-04-12,2023-09-26
2023-0226-TZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Sumbawanga District (eastern Rukwa Region); Mara and Mtwara regions,Heavy rains,,No,No,No,,,Km2,,,Talanda River,2023,4,12,2023,4,17,13,,,24,24,,,,,,,100,"[{""adm1_code"":48366,""adm1_name"":""Mara""},{""adm1_code"":48369,""adm1_name"":""Mtwara""},{""adm2_code"":48476,""adm2_name"":""Sumbawanga Urban""},{""adm2_code"":115053,""adm2_name"":""Sumbawanga Rural""}]",2023-04-18,2023-09-26
2023-0236-TZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000056,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Tangazo, Mahurunga regions (Mtwara district)",Heavy rains,,No,No,No,,,Km2,,,Ruvuma river,2023,4,1,2023,4,2,,,1976,,1976,,,,,,,100,,2023-04-19,2023-11-30
2023-0259-KEN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Kisumu, Mandera County",Heavy rains,,No,No,No,,,Km2,,,Nyando River,2023,4,25,2023,4,27,,,22500,,22500,,,,,,,100,"[{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51369,""adm2_name"":""Kisumu""}]",2023-04-28,2023-09-26
2023-0262-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,"Kasese, Rukungiri, Mbale, Kigez, Ntokoro, Kigezi Districts",Heavy rains,,No,No,No,,,Km2,,,,2023,4,24,2023,5,18,23,16,1000,,1016,,,,,,,100,"[{""adm1_code"":779,""adm1_name"":""Ntoroko""},{""adm1_code"":3121,""adm1_name"":""Kasese""},{""adm1_code"":42197,""adm1_name"":""Rukungiri""},{""adm1_code"":47085,""adm1_name"":""Mbale""}]",2023-05-02,2023-09-26
2023-0267-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000064,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Northern, western and southern provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,5,1,2023,5,3,131,77,51905,,51982,100000,100000,,,,,100,,2023-05-04,2023-09-26
2023-0295-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,Belet Weyne District (Hirshabelle State) Baardheere District (Jubaland State),Heavy rains,,No,No,No,,,Km2,,,,2023,4,,2023,5,,22,,468000,,468000,,,,,,,100,,2023-05-23,2023-09-26
2023-0397-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Londiani,,,No,No,No,,,,,,,2023,6,30,2023,6,30,52,30,,,30,,,,,,,100,,2023-07-04,2023-09-26
2023-0472-RWA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,RWA,Rwanda,Sub-Saharan Africa,Africa,Nyabarongo river (Muhanga district),,,No,No,No,,,,,,,2023,7,17,2023,7,17,10,,,,,,,,,,,100,,2023-07-25,2023-09-26
2023-0493-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,Victoria lake,,,No,No,No,,,,,,,2023,8,2,2023,8,2,20,,,,,,,,,,,100,,2023-08-02,2023-09-26
2023-0683-SOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SOM,Somalia,Sub-Saharan Africa,Africa,"Baidoa, Jowhar, and Luuq","Heavy rains, El Nino",,No,No,No,,,Km2,,,,2023,10,,2023,10,,4,,278000,,278000,,,,,,,100,,2023-10-31,2023-12-07
2023-0721-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000216,,KEN,Kenya,Sub-Saharan Africa,Africa,"Tana River, Garissa, Wajir, Mandera, Marsabit, Isiolo, Meru, Samburu","Heavy rains, El Nino",,No,No,No,,,Km2,,,"Dawa, Tana Rivers",2023,10,15,2024,,,406,242,695255,,695497,,,,,,,100,,2023-11-06,2024-06-17
2023-0728-ETH,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2023-000229,,ETH,Ethiopia,Sub-Saharan Africa,Africa," Somali Region, Afar, Oromia, SNNP, Gambela","Heavy rains, El Nino","Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Genale River,2023,10,,2023,11,30,60,,,,,,,,,,,100,,2023-11-07,2023-12-19
2023-0741-SOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000190,,SOM,Somalia,Sub-Saharan Africa,Africa,"Bay, Ged, Bakool, South West, Hirshabelle, Jubaland, Galmudug, Belet Weyne, Balcad, Awdal, Bari, Mudug, Nugaal, Togdheer, Woqooyi Galbeed ",El Nino; Deyr Rainy Season,,No,No,Yes,,,Km2,,,"Juba, Shabelle rivers",2023,9,,2023,11,20,118,,2480000,,2480000,,,,,,,100,,2023-11-09,2023-12-21
2023-0797-TZA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2023-000241,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Katesh, Hanang District, western Manyara Region (North); Morogoro",Heavy rains,Flood,No,No,No,,,,,,,2023,12,2,2023,12,6,89,139,6202,,6341,,,,,,,100,,2023-12-05,2024-03-13
2023-0807-TZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000241,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Dar Es Salaam, Kigoma, Kagera, Geita, Unguja, Arusha,Pwani",Heavy rains,,No,No,No,,,Km2,,,,2023,10,15,2023,11,23,38,,2896500,,2896500,,,,,,,100,,2023-11-28,2024-01-18
2023-0809-BDI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BDI,Burundi,Sub-Saharan Africa,Africa,"Buganda, Murwi and Rugombo (Cibitoke)",Intense rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,10,26,2023,10,27,7,,9312,,9312,,,,,,,100,,2023-11-28,2024-02-13
2023-0876-SOM,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,SOM,Somalia,Sub-Saharan Africa,Africa,"Hirshabelle State; Awdal, Woqooyi Galbeed (Somaliland)",,,No,No,No,,,,,,,2023,12,6,2024,2,5,60,4956,,,4956,,,,,,,100,,2024-01-23,2024-03-27
2024-0017-TZA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Bariadi District (Simiyu Region),Heavy rains,,No,No,No,,,,,,,2024,1,13,2024,1,13,22,,,,,,,,,,,,,2024-01-19,2024-02-14
2024-0069-KEN,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Truck and gaz depot,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,,Fire,No,No,No,,,,,,,2024,2,1,2024,2,2,6,280,,,280,,,,,,,,,2024-02-08,2024-03-13
2024-0089-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Near Ngaramtoni,,,No,No,No,,,,,,,2024,2,24,2024,2,24,25,21,,,21,,,,,,,,,2024-02-26,2024-03-13
2024-0123-BDI,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BDI,Burundi,Sub-Saharan Africa,Africa,Butihinda Municipality (Muyinga Province),,Flood|Hail,No,No,No,,,Kph,,,,2024,3,2,2024,3,7,,5,650,,655,,,,,,,,,2024-03-11,2024-03-29
2024-0150-KEN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, Nairobi, Kitui, Kajiado, West Pokot",Heavy rains,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Tana and the Mara rivers,2024,3,24,2024,5,3,282,164,205000,,205164,,,,,,,,,2024-03-27,2024-05-14
2024-0203-TZA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Arusha, Morogoro, Pwani, Mbeya, Geita, Coast, Tanga, Rukwa, Lindi, Njombe, and Manyara regions",Heavy rains; El Nino,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,2,2024,5,2,155,236,200000,,200236,,,,,,,,,2024-04-09,2024-05-03
2024-0210-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KEN,Kenya,Sub-Saharan Africa,Africa,"Nairobi, Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, and Kitui",Heavy rain; El Nino,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2024,4,11,2024,4,12,13,2,15000,,15002,,,,,,,,,2024-04-12,2024-04-19
2024-0215-DJI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,DJI,Djibouti,Sub-Saharan Africa,Africa,,,,No,No,No,,,,,,,2024,4,8,2024,4,8,44,,22,,22,,,,,,,,,2024-04-12,2024-04-16
2024-0231-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,"Central Region, Eastern Region, Western Region",,,No,No,No,,,Km2,,,,2024,4,,2024,5,,77,296,57508,,57804,,,,,,,,,2024-04-19,2024-06-17
2024-0232-BDI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BDI,Burundi,Sub-Saharan Africa,Africa," Bujumbura Mairie, Bujumbura rural, Rumonge, Makamba and Cibitoke.",Heavy rains; El Nino,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,,2024,5,2,29,175,237000,,237175,,,,,,,,,2024-04-19,2024-06-13
2024-0241-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Somaliland, Jubaland, Hirshabelle, South West States, Hiraan, Lower Juba, Lower Shabelle; Awdal, Bari, Mudug, Nugaal, Togdheer, Woqooyi Galbeed",Heavy rains; Gu rainy season,,No,No,No,,,Km2,,,,2024,4,19,2024,5,2,9,,,,,,,,,,,,,2024-04-23,2024-06-13
2024-0244-DJI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,DJI,Djibouti,Sub-Saharan Africa,Africa,,,,No,No,No,,,,,,,2024,4,23,2024,4,23,44,,,,,,,,,,,,,2024-04-23,2024-04-26
2024-0247-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,Heavy rain; El Nino,,No,No,No,,,Km2,,,Mathare river,2024,4,23,2024,4,24,10,,,,,,,,,,,,,2024-04-25,2024-06-11
2024-0271-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Nyanza, Burera, Gakenke, Ngororero",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,20,2024,5,2,14,27,,,27,,,,,,,,,2024-05-02,2024-06-11
2024-0315-TZA,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Sugar factory 'Mtibwa Sugar',TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Turiani (Morogoro region),,,No,No,No,,,m3,,,,2024,5,22,2024,5,23,11,2,,,2,,,,,,,,,2024-06-06,2024-06-06
2024-0341-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"far, Amhara, Central Ethiopia, Oromia, Sidama, Somali, South Ethiopia and South West Ethiopia People’s, Tigray regions and Dire Dawa City Administration",Heavy rains,,No,No,No,,,Km2,,,,2024,4,,2024,5,24,14,,125000,,125000,,,,,,,,,2024-06-07,2024-06-11
